titles,category
마법사의 신부,로맨스
다 다 다 ,로맨스
오늘부터 신령님  기,로맨스
 월은 너의 거짓말,로맨스
월간순정 노자키 군,로맨스
카구야 님은 고백받고 싶어  울트라 로맨틱 ,로맨스
 자막  스파이 패밀리       ,로맨스
청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,로맨스
후르츠 바스켓  기,로맨스
진정한 동료가 아니라고 용사 파티에서 쫓겨났기 때문에  변경에서 슬로우 라이프 하기로 했습니다,로맨스
오늘부터 신령님  기,로맨스
어쨌든 귀여워,로맨스
귀엽기만 한 게 아닌 시키모리 양,로맨스
알바 뛰는 마왕님 ,로맨스
선배가 짜증나는 후배이야기,로맨스
 더빙  너에게 닿기를  기 리마스터,로맨스
여친  빌리겠습니다  기,로맨스
빨강머리 백설공주,로맨스
성녀의 마력은 만능입니다,로맨스
아오하라이드,로맨스
사사키와 미야노,로맨스
니세코이,로맨스
심심한 칠드런,로맨스
 등분의 신부  ,로맨스
후르츠 바스켓  기,로맨스
 더빙  이누야샤  기,로맨스
역시 내 청춘 러브코메디는 잘못됐다 ,로맨스
에로망가 선생,로맨스
옆자리 괴물군,로맨스
캐릭캐릭 체인지       ,로맨스
역시 내 청춘 러브코메디는 잘못됐다  완,로맨스
 등분의 신부,로맨스
역시 내 청춘 러브코메디는 잘못됐다  속   판권 부활,로맨스
아하렌 양은 알 수가 없어,로맨스
장난을 잘 치는 타카기 양  기,로맨스
 자막  내 이야기  ,로맨스
 자막  중 병이라도 사랑이 하고싶어 ,로맨스
사랑은 세계정복 후에,로맨스
괴롭히지 말아요  나가토로 양,로맨스
너와 나의 눈높이,로맨스
           기,로맨스
사신 도련님과 검은 메이드,로맨스
샤를로트,로맨스
우자키 양은 놀고 싶어 ,로맨스
치하야후루  기   판권 부활,로맨스
뻐꾸기 커플,로맨스
학전도시 애스터리스크,로맨스
진화의 열매  모르는 사이 성공한 인생 ,로맨스
 더빙  꿈빛 파티시엘    프로페셔널 리마스터,로맨스
그 남자  그 여자의 사정,로맨스
 더빙  이누야샤  기,로맨스
 더빙  이누야샤 완결편,로맨스
새 엄마가 데려온 딸이 전 여친이었다,로맨스
 더빙  반요 야샤히메  기,로맨스
이 게임 폐인이 사는 법,로맨스
나만 들어가는 숨겨진 던전,로맨스
경계의 저편,로맨스
장난을 잘 치는 타카기 양  기,로맨스
종말에 뭐하세요  바쁘세요  구해주실 수 있나요 ,로맨스
 더빙  이누야샤  기,로맨스
새여동생 마왕의 계약자,로맨스
음란한 아오는 공부를 할 수 없어,로맨스
 더빙  반요 야샤히메  기,로맨스
우리는 공부를 못해,로맨스
알바 뛰는 마왕님  ,로맨스
달의 요정 세일러 문,로맨스
 더빙  이누야샤  기,로맨스
쌍성의 음양사,로맨스
무장소녀 마키아벨리즘,로맨스
도메스틱한 그녀,로맨스
너와 나의 최후의 전장  혹은 세계가 시작하는 성전,로맨스
수염을 깎다  그리고 여고생을 줍다 ,로맨스
캐릭캐릭 체인지       ,로맨스
슈가슈가룬       ,로맨스
 더빙  이누야샤  기,로맨스
마요치키,로맨스
리라이프   판권 부활,로맨스
중 병이라도 사랑이 하고싶어  연,로맨스
니세코이    기 ,로맨스
 더빙  이누야샤  기,로맨스
인게이지 키스,로맨스
 자막  반요 야샤히메  기,로맨스
치하야후루  기,로맨스
 더빙  스파이 패밀리,로맨스
치하야후루  기   판권 부활,로맨스
후르츠 바스켓 더 파이널,로맨스
학전도시 애스터리스크  기,로맨스
악역 영애이기 때문에 최종 보스를 길러보았습니다,로맨스
달달한 그녀,로맨스
 자막  반요 야샤히메  기,로맨스
몬스터 아가씨의 의사 선생님,로맨스
벨제붑 아가씨의 뜻대로,로맨스
여신 기숙사의 사감군,로맨스
캐릭캐릭 체인지 두근두근       ,로맨스
마사무네의 리벤지   판권 부활,로맨스
약캐 토모자키 군,로맨스
피터 그릴과 현자의 시간,로맨스
늑대소녀와 흑왕자,로맨스
마법사의 여명기,로맨스
클라나드  기,로맨스
내가 아가씨 학교에 서민샘플로 납치당한 사건,로맨스
내 여자친구가 너무 성실한 처녀 빗치인 건,로맨스
그래도 아유무는 다가온다,로맨스
여동생만 있으면 돼 ,로맨스
타마코 마켓,로맨스
 자막  괴도 키드     ,로맨스
탐정은 이미 죽었다 ,로맨스
캐릭캐릭 체인지 두근두근       ,로맨스
시원찮은 그녀를 위한 육성방법     기 ,로맨스
우리들의 리메이크,로맨스
아웃브레이크 컴퍼니   판권 부활,로맨스
여친  빌리겠습니다  기,로맨스
그녀도 여친,로맨스
이누 보쿠 시크릿 서비스,로맨스
바보걸,로맨스
돌아가는 펭귄드럼,로맨스
다이쇼 소녀 전래동화,로맨스
히로인 된 자                                          ,로맨스
