titles,category
더블데커  더그 키릴,범죄
 더빙  루팡  세       ,범죄
흐린 하늘에 웃다 외전     결별  야마이누의 맹세,범죄
 더빙  명탐정 코난   기   비색의 탄환,범죄
 자막  명탐정 코난   기   비색의 탄환,범죄
공각기동대    ,범죄
흐린 하늘에 웃다 외전     숙명 쌍두의 후마,범죄
흐린 하늘에 웃다 외전     벚꽃  천망의 가교,범죄
 더빙  명탐정 코난   할로윈의 신부,범죄
 자막  루팡  세 스페셜   동방견문록  어나더 페이지 ,범죄
 더빙  명탐정 코난   피아노 소나타 월광 살인사건,범죄
 자막  루팡  세                           숨겨진 공중도시 ,범죄
명탐정 코난   본청 형사의 사랑이야기  결혼전야,범죄
