titles,category
리즈와 파랑새,드라마
크로스 게임 part  ,드라마
나츠메 우인장 OVA    야옹 선생과 첫 심부름,드라마
프라오레  PRIDE OF ORANGE,드라마
네가 있는 마을,드라마
불길한 바르하이트  ZUERST ,드라마
나츠메 우인장   이시오코시와 수상한 방문자,드라마
러브 올 플레이 part  ,드라마
울려라  유포니엄  부  키타우지 고교 관악부에 오신 걸 환영합니다    판권 부활,드라마
사쿠간,드라마
CUE  part  ,드라마
푸른 꽃,드라마
유레이데코,드라마
울려라  유포니엄  부  전하고 싶은 멜로디 ,드라마
익스트림 하츠,드라마
울려라  유포니엄  부  맹세의 피날레 ,드라마
카기나도,드라마
극장판 바이올렛 에버가든,드라마
그 여름   배리어프리,드라마
 자막  바이올렛 에버가든   영원과 자동 수기 인형,드라마
느린 장마,드라마
게키돌,드라마
"예스, 노 또는 반반",드라마
극장판 SHIROBAKO,드라마
어떻게든 되는 나날,드라마
 더빙  낮잠공주   모르는 나의 이야기,드라마
 더빙  바이올렛 에버가든   영원과 자동 수기 인형,드라마
낮잠공주   모르는 나의 이야기,드라마
마녀 배달부 키키,드라마
이웃집 토토로,드라마
카기나도 Season  ,드라마
꼬냥툰 시즌  ,드라마
 더빙  소중한 날의 꿈   배리어프리,드라마
집,드라마
꼬냥툰 시즌  ,드라마
꼬냥툰 시즌  ,드라마
영원의    ,드라마
니니파이브,드라마
극장판 그날 본 꽃의 이름을 우리는 아직 모른다   판권 부활,드라마
일루셔니스트,드라마
영화 너무 좋아 폼포 씨,드라마
아이의 노랫소리를 들려줘,드라마
더 바이블 브릭무비,드라마
 자막  스파이 패밀리 part  ,로맨스
 더빙  꿈빛 파티시엘 리마스터,로맨스
지박소년 하나코 군,로맨스
그 비스크 돌은 사랑을 한다,로맨스
호리미야,로맨스
 더빙  너에게 닿기를  기 리마스터,로맨스
 자막  오란고교 사교클럽,로맨스
카구야 님은 고백받고 싶어  천재들의 연애 두뇌전   기,로맨스
카구야 님은 고백받고 싶어  천재들의 연애 두뇌전   기,로맨스
슈퍼 시크릿,로맨스
 더빙  오란고교 사교클럽,로맨스
새벽의 연화,로맨스
마법사의 신부,로맨스
다 다 다 ,로맨스
오늘부터 신령님  기,로맨스
 월은 너의 거짓말,로맨스
월간순정 노자키 군,로맨스
카구야 님은 고백받고 싶어  울트라 로맨틱 ,로맨스
 자막  스파이 패밀리 part  ,로맨스
청춘 돼지는 바니걸 선배의 꿈을 꾸지 않는다,로맨스
후르츠 바스켓  기,로맨스
"진정한 동료가 아니라고 용사 파티에서 쫓겨났기 때문에, 변경에서 슬로우 라이프 하기로 했습니다",로맨스
오늘부터 신령님  기,로맨스
어쨌든 귀여워,로맨스
귀엽기만 한 게 아닌 시키모리 양,로맨스
알바 뛰는 마왕님 ,로맨스
선배가 짜증나는 후배이야기,로맨스
 더빙  너에게 닿기를  기 리마스터,로맨스
"여친, 빌리겠습니다  기",로맨스
빨강머리 백설공주,로맨스
성녀의 마력은 만능입니다,로맨스
아오하라이드,로맨스
사사키와 미야노,로맨스
니세코이,로맨스
심심한 칠드런,로맨스
 등분의 신부  ,로맨스
후르츠 바스켓  기,로맨스
 더빙  이누야샤  기,로맨스
역시 내 청춘 러브코메디는 잘못됐다 ,로맨스
에로망가 선생,로맨스
