,titles,category,multi_category
60,월드 트리거  기,액션,판타지 액션
61,극장판 문호 스트레이 독스 DEAD APPLE,액션,판타지 액션
62, 무삭제  변변찮은 마술강사와 금기교전,액션,판타지 액션
63,데블즈라인,액션,판타지 액션
64, 더빙  쥬로링 동물탐정,액션,판타지 액션
65,마법소녀 마도카 마기카   판권 부활,액션,액션 판타지
66,노 건즈 라이프 part  ,액션,액션 SF
67, 더빙  괴도 조커  기,액션,액션 아동
68,하이스쿨 D D HERO,액션,판타지 액션
69,마크로스 프론티어,액션,액션 로맨스
70, 자막  토리코 part  ,액션,판타지 액션
71,GANGSTA ,액션,액션 SF
72,RWBY 빙설제국,액션,액션
73,SSSS DYNAZENON,액션,액션 SF
74, 자막  전직고수,액션,판타지 액션
75, 자막  토리코 part  ,액션,판타지 액션
76,기동전사 건담 유니콘 RE     ,액션,액션 SF
77,베리베리 뮤우뮤우,액션,판타지 액션
78,킹덤  기 part  ,액션,액션 개그
79,아키바 메이드 전쟁,액션,성인 개그
80,스트라이크 더 블러드  기,액션,판타지 액션
81,하카타 돈코츠 라멘즈,액션,액션 추리
82, 자막  토리코 part  ,액션,판타지 액션
83,극장판 소드 아트 온라인  오디널 스케일 ,액션,액션 모험
84, 자막  이누야샤  기,액션,판타지 액션
85,그랑크레스트 전기,액션,판타지 액션
86,요르문간드  기,액션,액션 범죄
87, 더빙  페어리 테일   기,액션,판타지 액션
88,킹스레이드   의지를 잇는 자들,액션,판타지 액션
89,K RETURN OF KINGS,액션,판타지 액션
90,유큐홀더  마법선생 네기마   ,액션,이세계 판타지
91, 더빙  괴도 키드 스페셜,액션,액션 추리
92,그랑블루 판타지 The Animation,액션,판타지 액션
93, 더빙  메탈 파이트 베이블레이드 폭,액션,판타지 액션
94,닌자 잇토키,액션,판타지 액션
95,궁극 진화한 풀다이브RPG가 현실보다도 망겜이라면,액션,판타지 액션
96,나의 히어로 아카데미아   구해라  구조 훈련 ,액션,판타지 액션
97,스트라이크 더 블러드  기,액션,판타지 액션
98,X 엑스,액션,판타지 액션
99,나의 히어로 아카데미아   살아남아라  결사의 서바이벌 훈련,액션,판타지 액션
100,드래곤볼 슈퍼  기,액션,판타지 액션
101,달의 요정 세일러 문 Sailor Stars,액션,판타지 액션
102,포켓몬스터 XY  기,액션,판타지 액션
103,sin 일곱 개의 대죄,액션,판타지 액션
104,킹덤  기 part  ,액션,액션 개그
105,어설트 릴리 BOUQUET,액션,액션 SF
106,포켓몬스터 XY  기,액션,판타지 액션
107, 자막  환상게임 part  ,액션,이세계 판타지
108,Fate stay night  Heaven s Feel    presage flower,액션,판타지 액션
109, 자막  토리코 part  ,액션,판타지 액션
110, 더빙  이 멋진 세계에 축복을   기,액션,이세계 판타지
111,슬레이어즈 NEXT,액션,판타지 액션
112,마기아 레코드   마법소녀 마도카 마기카 외전 세컨드 시즌,액션,판타지 액션
113,아이실드    part  ,액션,액션 개그
114,달의 요정 세일러 문 S,액션,판타지 액션
115,드래곤볼 Z KAI  기,액션,판타지 액션
116,마나리아 프렌즈,액션,판타지 액션
117,평온세대의 위타천들,액션,판타지 액션
118,극장판 노 게임 노 라이프 제로,액션,이세계 판타지
119, 더빙  최유기 RELOAD BLAST,액션,판타지 액션
120,조커 게임,액션,액션 시대물
121,걸즈 앤 판처,액션,액션
122,Fate Grand Order,액션,판타지 액션
123,빅 오더,액션,판타지 액션
124,암살교실      일의 시간,액션,액션 개그
125, 자막  토리코 part  ,액션,판타지 액션
126, 더빙  메탈 파이트 베이블레이드,액션,판타지 액션
127,캡틴 츠바사,액션,액션 스포츠
128, 자막  최유기 RELOAD BLAST,액션,판타지 액션
129, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
130,디지몬 어드벤처 tri     장,액션,이세계 판타지
131, 더빙  닥터스톤,액션,액션 모험
132,피치 보이 리버사이드,액션,액션 판타지
133, 자막  고수의 일상생활,액션,액션 개그
134,칭송받는 자   두 명의 백황 part  ,액션,판타지 액션
135, 자막  썸머 워즈,액션,액션 개그
136,TIGER   BUNNY   판권 부활,액션,판타지 액션
137,유희왕  기,액션,판타지 액션
138,드래곤볼 Z KAI  기,액션,판타지 액션
139, 자막  이누야샤  기,액션,판타지 액션
140, 더빙  무적코털 보보보 시즌  ,액션,액션 개그
141,창궁의 파프너  기,액션,액션 SF
142,지구방위대 후뢰시맨,액션,액션 특촬
143, 더빙  메탈 파이트 베이블레이드  D,액션,판타지 액션
144,올 아웃  ,액션,액션 스포츠
145, 자막  개구리 중사 케로로  기,액션,개그 SF
146, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
147,스칼렛 넥서스,액션,판타지 액션
148,흑집사   북 오브 더 아틀란틱,액션,판타지 액션
149,Fate stay night  Heaven s Feel    lost butterfly,액션,판타지 액션
150, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
151,십이대전,액션,판타지 액션
152,경계전기,액션,SF 액션
153,속 오와리모노가타리,액션,판타지 액션
154, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
155,마술사 오펜 뜻밖의 여행,액션,판타지 액션
156,경시청 특무부 특수흉악범 대책실 제  과  토쿠나나 ,액션,액션 범죄
157,아르슬란 전기  기   풍진난무,액션,판타지 액션
158,Fate stay night  Heaven s Feel    spring song,액션,판타지 액션
159,던전에서 온천을 추구하면 안 되는 걸까,액션,판타지 액션
160, 무삭제  그랑크레스트 전기,액션,판타지 액션
161,기동전사 Z 건담,액션,액션 SF
162, 더빙  트로피컬 루즈  프리큐어,액션,판타지 액션
163, 더빙  이 멋진 세계에 축복을   기,액션,이세계 판타지
164,아이실드    part  ,액션,액션 개그
165, 자막  드래곤 퀘스트   다이의 대모험 part  ,액션,판타지 액션
166,오리엔트 part  ,액션,판타지 액션
167,마법소녀 나   판권 부활,액션,판타지 액션
168,아이실드    part  ,액션,액션 개그
169,코드기아스 부활의 를르슈,액션,판타지 액션
170,던전에서 만남을 추구하면 안 되는 걸까   OVA,액션,판타지 액션
171,그랑블루 판타지 The Animation  기,액션,판타지 액션
172,도사의 무녀,액션,판타지 액션
173,시도니아의 기사  기   판권 부활,액션,액션 SF
174,던전에서 만남을 추구하면 안 되는 걸까   오리온의 화살,액션,판타지 액션
175,NEW 아기공룡 둘리,액션,판타지 액션
176,신비아파트   고스트볼의 비밀,액션,판타지 액션
177, 자막  이누야샤  기,액션,판타지 액션
178,천청난만 ,액션,액션 모험
179,창궁의 파프너  기   EXODUS,액션,액션 SF
180,역전세계의 전지소녀,액션,액션 SF
181,극장판 코드기아스 반역의 를르슈  부  흥도 ,액션,판타지 액션
182,NIGHT HEAD     ,액션,SF 액션
183,완간 미드나이트,액션,액션 스포츠
184, 더빙  하트 캐치 프리큐어 ,액션,판타지 액션
185, 더빙  디지몬 유니버스 어플리 몬스터즈,액션,이세계 판타지
186,유우키 유우나는 용사다  대만개의 장 ,액션,판타지 액션
187,겟타로보 아크,액션,액션 SF
188,메르크 스토리아   무기력한 소년과 병 속의 소녀,액션,판타지 액션
189, 더빙  블랙 클로버  기,액션,판타지 액션
190,신비아파트   고스트볼X의 탄생,액션,판타지 액션
191, 자막  개구리 중사 케로로  기,액션,개그 SF
192,게게게의 키타로 part  ,액션,판타지 액션
193,극장판 블러드 C   더 라스트 다크,액션,판타지 액션
194,달의 요정 세일러 문 SuperS,액션,판타지 액션
195,마법소녀 특수전 아스카,액션,액션 성인
196,도쿄   구,액션,SF 액션
197,노 건즈 라이프 part  ,액션,액션 SF
198,문호와 알케미스트   심판의 톱니바퀴,액션,판타지 액션
199,디사이드 트로이메라이,액션,판타지 액션
