,titles,category,multi_category
35,아르슬란 전기  기   풍진난무,모험,판타지 액션
36,던전에서 온천을 추구하면 안 되는 걸까,모험,판타지 액션
37, 무삭제  그랑크레스트 전기,모험,판타지 액션
38, 더빙  이 멋진 세계에 축복을   기,모험,이세계 판타지
39, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
40,오리엔트 part  ,모험,판타지 액션
41,백요보,모험,판타지 모험
42,던전에서 만남을 추구하면 안 되는 걸까   OVA,모험,판타지 액션
43,그랑블루 판타지 The Animation  기,모험,판타지 액션
44,던전에서 만남을 추구하면 안 되는 걸까   오리온의 화살,모험,판타지 액션
45,NEW 아기공룡 둘리,모험,판타지 액션
46, 자막  이누야샤  기,모험,판타지 액션
47,극장판 짱구는 못말려  기   폭풍을 부르는 정글,모험,일상 개그
48,천청난만 ,모험,액션 모험
49,극장판 짱구는 못말려   기   폭풍수면  꿈꾸는 세계 대돌격,모험,판타지 일상
50, 더빙  디지몬 유니버스 어플리 몬스터즈,모험,이세계 판타지
51,메르크 스토리아   무기력한 소년과 병 속의 소녀,모험,판타지 액션
52, 더빙  블랙 클로버  기,모험,판타지 액션
53, 자막  디지몬 어드벤처 라스트 에볼루션   인연,모험,이세계 판타지
54,이 멋진 세계에 축복을  붉은 전설,모험,이세계 판타지
55,요괴소년 호야  기,모험,판타지 액션
56,고블린 슬레이어   고블린즈 크라운,모험,판타지 액션
57, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
58, 자막  이누야샤  기,모험,판타지 액션
59, 더빙  소닉 X,모험,액션 아동
60, 더빙  세븐나이츠 레볼루션  영웅의 계승자 ,모험,판타지 액션
61, 자막  이누야샤  기,모험,판타지 액션
62, 자막  드래곤 퀘스트   다이의 대모험 part  ,모험,모험 액션
63,스낵월드,모험,판타지 액션
64,극장판 이누야샤 첫 번째   시대를 초월하는 마음,모험,판타지 액션
65,히어로 써클,모험,개그 모험
66,던전에서 만남을 추구하면 안 되는 걸까   OVA,모험,판타지 액션
67, 자막  이누야샤 완결편,모험,시대물 로맨스
68,그라부룻 ,모험,판타지 액션
69,디지몬 어드벤처  기   운명적 만남,모험,이세계 판타지
70,도깨비 언덕에 왜 왔니 ,모험,판타지 모험
71,무효와 로지의 마법률상담사무소  기,모험,판타지 액션
72,디지몬 어드벤처  기   우리들의 워 게임 ,모험,이세계 판타지
73,백 애로우,모험,액션 모험
74,던전 앤 파이터   숙명의 문,모험,판타지 액션
75, 더빙  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
76,극장판   기 포켓몬스터 DP  아르세우스 초극의 시공으로,모험,판타지 액션
77, 더빙  터닝메카드,모험,액션 아동
78, 더빙  토리코 x 원피스 x 드래곤볼   천하제일 식신대회,모험,이세계 판타지
79,Re   제로부터 시작하는 이세계 생활   빙결의 인연,모험,이세계 판타지
80,극장판 포켓몬스터 너로 정했다 ,모험,판타지 액션
81,슬레이어즈 레볼루션,모험,판타지 액션
82,극장판 이누야샤 세 번째   천하패도의 검,모험,판타지 액션
83, 자막  헌터X헌터  더 라스트 미션,모험,판타지 액션
84, 더빙  토리코 x 원피스   최강의 콤비,모험,이세계 판타지
85,던전 앤 파이터   역전의 바퀴,모험,판타지 액션
86,극장판   기 포켓몬스터 XY  후파  광륜의 초마신,모험,판타지 액션
87, 자막  극장판 원피스  기   오마츠리 남작과 비밀의 섬,모험,판타지 액션
88,극장판  기 포켓몬스터  뮤츠의 역습,모험,판타지 액션
89, 더빙  디지몬 어드벤처 라스트 에볼루션   인연,모험,이세계 판타지
90,극장판 이누야샤 두 번째   거울 속의 몽환성,모험,판타지 액션
91,디지몬 어드벤처     기   디아블로몬의 역습,모험,이세계 판타지
92, 더빙  토리코   미식신의 스페셜 메뉴,모험,판타지 액션
93, 자막  원피스  에피소드 오브 루피  핸드 아일랜드의 모험 ,모험,판타지 액션
94, 더빙  토리코 x 원피스   해선열매 헌팅작전,모험,이세계 판타지
95, 자막  극장판 원피스  기  에피소드 오브 쵸파,모험,판타지 액션
96,사쿠간,모험,SF 드라마
97,극장판 이누야샤 네 번째   홍련의 봉래도,모험,판타지 액션
98,은하철도     part  ,모험,모험 SF
99, 더빙  헌터X헌터  더 라스트 미션,모험,판타지 액션
100,슬레이어즈 에볼루션 R,모험,판타지 액션
101,극장판  기 포켓몬스터 AG  뮤와 파동의 용사 루카리오,모험,판타지 액션
102, 더빙  드래곤 퀘스트   다이의 대모험 part  ,모험,판타지 액션
103, 자막  극장판 원피스  기   황금의 대해적 우난,모험,판타지 액션
104,극장판   기 포켓몬스터 XY  볼케니온  기계왕국의 비밀,모험,판타지 액션
105,극장판   기 포켓몬스터 DP  기라티나와 하늘의 꽃다발 쉐이미,모험,판타지 액션
106,해수의 아이,모험,판타지 모험
107,아기공룡 둘리   얼음별 대모험,모험,판타지 개그
108,극장판   기 포켓몬스터 DP  환영의 패왕 조로아크,모험,판타지 액션
109,극장판   기 포켓몬스터 XY  파괴의 포켓몬과 디안시,모험,판타지 액션
110,극장판  기 포켓몬스터  물의 도시의 수호신 라티아스와 라티오스,모험,판타지 액션
111,극장판  기 포켓몬스터 AG  열공의 방문자 테오키스,모험,판타지 액션
112, 자막  원피스  에피소드 오브 메리  또 하나의 동료 이야기 ,모험,판타지 액션
113,극장판  기 포켓몬스터  루기아의 탄생,모험,판타지 액션
114,흐린 하늘에 웃다 외전     결별  야마이누의 맹세,모험,판타지 액션
115,디지몬 어드벤처     기   황금의 디지멘탈,모험,이세계 판타지
116,디지몬 프론티어  기   고대 디지몬 부활  ,모험,이세계 판타지
117,극장판  기 포켓몬스터 AG  포켓몬 레인저와 바다의 왕자 마나피,모험,판타지 액션
118, 자막  원피스  에피소드 오브 나미  항해사의 눈물과 동료의 인연 ,모험,판타지 액션
119,극장판   기 포켓몬스터 BW  비크티니와 흑의 영웅 제크로무,모험,판타지 액션
